Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
60,17583,4680,1269,302,155,102,39,39,37,31,27,7,13,6,1,4,8,0.180417,25.328,0.000,99.519,,,
120,17268,4546,1285,321,136,119,53,39,41,30,20,9,5,8,5,4,10,0.178441,25.426,0.000,99.520,,,
180,17306,4571,1312,312,133,126,45,42,25,28,15,9,3,7,6,1,5,0.179215,25.542,0.000,99.518,,,
240,17362,4680,1283,320,143,97,32,39,49,28,23,14,4,6,2,2,3,0.180584,25.652,0.000,99.524,,,
300,17278,4670,1280,296,145,121,45,42,45,29,24,16,7,7,4,3,3,0.179853,25.759,0.000,99.526,,,
360,17267,4582,1321,282,129,90,41,39,24,19,21,12,9,5,5,2,3,0.177343,25.858,0.000,99.541,,,
420,16868,4429,1237,293,115,82,46,48,23,21,17,7,6,4,3,3,3,0.172047,25.943,0.000,99.545,,,
480,16903,4314,1214,259,120,93,38,40,40,30,18,14,8,2,4,2,8,0.170257,26.055,0.000,99.543,,,
540,17739,4477,1199,272,107,94,33,39,29,21,17,18,10,3,7,4,6,0.177195,26.160,0.000,99.545,,,
600,17375,4502,1186,249,134,112,39,37,34,31,23,9,10,9,3,1,7,0.176273,26.260,0.000,99.545,,,
660,17414,4434,1194,242,133,91,43,41,37,32,20,9,9,2,4,2,9,0.174927,26.358,0.000,99.546,,,
720,19306,4707,1234,246,128,103,39,48,50,38,18,17,8,4,2,5,8,0.191894,26.456,0.000,99.546,,,
780,19558,4756,1177,236,112,90,40,48,39,23,11,13,7,5,4,6,6,0.191690,26.559,0.000,99.546,,,
840,19521,4936,1179,250,114,92,40,40,31,32,17,19,8,8,4,1,5,0.193299,26.649,0.000,99.546,,,
900,21316,5579,1259,288,123,87,42,30,32,31,16,12,11,8,6,2,3,0.213230,26.736,0.000,99.546,,,
960,20101,5014,1148,209,111,78,30,32,27,24,23,13,9,6,4,1,5,0.196044,26.826,0.000,99.546,,,
1020,21621,5713,1257,263,117,90,37,51,32,18,16,8,4,3,4,3,4,0.214648,26.904,0.000,99.548,,,
1080,22273,5560,1203,259,116,86,36,35,36,24,15,12,8,7,7,3,4,0.216520,26.993,0.000,99.550,,,
1140,22228,5267,1140,243,133,101,43,52,37,28,29,15,11,5,6,3,7,0.213856,27.079,0.000,99.555,,,
1200,20785,4957,1192,239,149,105,40,45,48,35,32,21,15,7,11,3,4,0.202673,27.166,0.000,99.559,,,
1260,20181,4734,1073,257,120,104,38,38,38,31,29,15,6,7,2,1,3,0.194311,27.242,0.000,99.562,,,
1320,19225,4553,968,226,129,93,38,50,37,32,26,19,13,5,10,3,7,0.185273,27.324,0.000,99.568,,,
1380,18565,4255,966,200,116,83,34,48,33,20,20,15,7,4,2,4,1,0.176326,27.399,0.000,99.568,,,
1440,17851,4059,892,217,105,82,55,47,33,24,22,14,10,8,3,4,5,0.169800,27.477,0.000,99.569,,,
1500,17529,4056,953,217,118,86,47,42,28,19,13,10,13,8,3,1,1,0.167919,27.561,0.000,99.571,,,
1560,17760,3905,966,272,145,91,26,49,30,31,13,11,6,2,0,2,5,0.168533,27.634,0.000,99.573,,,
1620,17044,3703,963,241,135,93,43,33,33,18,17,10,3,2,2,0,4,0.161883,27.704,0.000,99.575,,,
1680,16778,3799,931,226,137,101,40,41,30,24,20,16,6,4,4,0,2,0.160920,27.768,0.000,99.576,,,
1740,16866,4000,1029,239,156,118,44,47,26,26,21,10,8,4,2,0,2,0.165052,27.834,0.000,99.577,,,
1800,16641,3791,986,275,117,101,38,27,35,33,15,14,11,4,3,3,3,0.160762,27.905,0.000,99.576,,,
1860,16222,3643,881,219,120,94,39,41,47,25,22,16,7,6,3,5,3,0.154643,27.968,0.000,99.577,,,
1920,15935,3540,885,220,146,98,41,49,48,37,19,17,8,5,5,2,1,0.152882,28.043,0.000,99.578,,,
1980,15548,3595,901,245,134,136,61,68,55,49,41,19,19,5,4,9,8,0.152420,28.104,0.000,99.577,,,
2040,15111,3661,902,243,135,140,76,69,51,58,39,30,14,9,6,4,17,0.151379,28.169,0.000,99.578,,,
2100,15017,3471,889,235,138,112,41,41,63,35,23,12,6,8,9,7,9,0.146967,28.230,0.000,99.577,,,
2160,14863,3558,888,245,132,111,52,45,39,32,21,18,6,10,2,2,4,0.146270,28.287,0.000,99.578,,,
2220,14746,3578,999,251,142,94,48,40,36,25,17,9,6,3,5,2,2,0.146760,28.345,0.000,99.576,,,
2280,14786,3687,923,249,120,98,31,26,29,25,28,13,4,7,4,3,3,0.146866,28.403,0.000,99.577,,,
2340,15239,3848,1014,250,132,87,36,36,26,18,19,14,9,6,3,2,4,0.152205,28.460,0.000,99.578,,,
2400,15733,3924,1069,270,160,92,38,38,25,13,13,14,7,7,4,3,4,0.157504,28.513,0.000,99.578,,,
2460,15877,4079,1083,293,185,106,44,47,44,31,22,14,11,8,2,4,3,0.161906,28.572,0.000,99.578,,,
2520,16713,4259,1145,321,164,111,43,40,16,24,9,9,3,4,3,7,5,0.168684,28.621,0.000,99.580,,,
2580,17786,4670,1249,324,169,121,46,33,35,24,9,16,5,1,2,4,3,0.181441,28.670,0.000,99.580,,,
2640,18280,4879,1304,352,182,128,52,39,24,19,13,7,8,0,3,1,4,0.187423,28.720,0.000,99.585,,,
2700,18004,4657,1136,339,157,116,42,31,27,17,14,9,5,2,3,1,2,0.180925,28.770,0.000,99.583,,,
2760,17891,4599,1178,324,177,120,45,51,43,26,19,12,19,2,6,2,3,0.180579,28.820,0.000,99.589,,,
2820,18645,4671,1162,291,165,98,39,43,24,19,16,9,6,6,1,2,7,0.184566,28.867,0.000,99.595,,,
2880,18751,4838,1199,288,154,114,40,41,28,12,6,7,8,3,1,1,5,0.187040,28.913,0.000,99.593,,,
2940,18515,4784,1217,314,125,115,34,34,22,22,17,11,4,2,2,1,4,0.185415,28.959,0.000,99.595,,,
3000,18091,4615,1119,322,165,105,36,34,19,12,8,9,5,4,4,3,6,0.180111,29.005,0.000,99.598,,,
3060,17392,4455,1135,253,147,117,33,31,17,9,10,4,6,3,0,0,3,0.172282,29.056,0.000,99.594,,,
3120,17168,4135,1082,259,114,105,37,31,17,11,5,4,3,0,1,0,1,0.167511,29.103,0.000,99.595,,,
3180,16730,4083,1062,257,130,98,35,26,19,9,7,4,3,1,2,2,3,0.163758,29.143,0.000,99.598,,,
3240,16646,3960,998,273,149,107,34,15,16,6,8,4,6,3,2,1,0,0.161896,29.185,0.000,99.597,,,
3300,16640,3911,1009,261,120,100,40,25,13,16,12,8,4,2,1,2,1,0.161340,29.227,0.000,99.601,,,
3360,16447,4098,1017,254,151,108,32,38,28,11,10,8,8,2,1,2,2,0.162444,29.264,0.000,99.603,,,
3420,16052,3801,994,244,167,133,40,43,22,20,8,14,4,3,2,4,9,0.157030,29.311,0.000,99.606,,,
3480,16026,3721,989,265,154,126,40,34,37,22,17,11,9,6,5,3,7,0.156050,29.346,0.000,99.606,,,
3540,15655,3669,969,259,159,128,40,36,25,20,10,11,10,3,1,1,3,0.152951,29.390,0.000,99.608,,,
3600,15579,3710,925,236,132,116,37,40,15,18,10,8,6,1,4,1,5,0.151017,29.423,0.000,99.608,,,
3660,15502,3591,876,201,143,117,27,30,33,22,14,8,8,3,3,4,2,0.148881,29.454,0.000,99.609,,,
3720,15137,3520,919,246,144,95,37,39,26,16,9,4,5,7,2,1,5,0.146336,29.496,0.000,99.609,,,
3780,14947,3467,897,242,123,112,29,28,23,26,15,10,5,3,0,0,4,0.144829,29.527,0.000,99.609,,,
3840,14623,3378,854,224,120,90,25,42,18,14,10,12,4,4,3,1,4,0.140647,29.570,0.000,99.609,,,
3900,13990,3433,810,218,151,105,38,49,34,28,12,8,10,6,3,1,7,0.137751,29.603,0.000,99.608,,,
3960,13408,3333,856,226,132,105,34,24,31,14,12,11,13,9,4,0,8,0.132971,29.639,0.000,99.608,,,
4020,13030,3168,819,227,126,95,39,31,24,15,15,7,10,5,1,2,7,0.128479,29.671,0.000,99.609,,,
4080,12805,3121,759,219,124,102,28,42,17,22,12,16,8,6,2,2,0,0.126003,29.700,0.000,99.610,,,
4140,13026,3237,786,217,122,107,33,35,26,21,13,6,6,5,7,5,4,0.128629,29.741,0.000,99.610,,,
4200,12390,3123,821,231,129,106,29,42,23,23,8,7,6,4,4,2,3,0.124285,29.772,0.000,99.611,,,
4260,12459,3056,782,242,132,108,32,27,26,16,10,8,4,4,1,2,7,0.124110,29.802,0.000,99.615,,,
4320,12083,2968,802,192,125,105,30,35,20,23,14,7,1,4,4,2,6,0.120035,29.841,0.000,99.616,,,
4380,12008,3008,758,215,123,87,34,41,21,19,14,9,6,3,5,0,2,0.119441,29.871,0.000,99.618,,,
4440,11964,3042,793,236,146,99,33,35,24,18,11,8,9,5,4,1,2,0.120513,29.906,0.000,99.614,,,
4500,11705,2953,857,247,133,105,42,29,28,17,13,4,4,4,5,2,6,0.118488,29.946,0.000,99.617,,,
4560,11504,2978,799,233,132,86,34,28,26,18,11,6,3,4,4,2,6,0.116575,29.980,0.000,99.617,,,
4620,11492,2961,822,239,109,87,24,20,30,15,14,12,6,3,3,3,11,0.116843,30.011,0.000,99.617,,,
4680,11552,2982,785,209,120,104,47,27,27,12,11,7,5,3,2,3,2,0.116507,30.054,0.000,99.616,,,
4740,11095,2942,791,219,131,107,19,30,30,13,16,1,3,2,1,1,3,0.113520,30.096,0.000,99.618,,,
4800,11120,2883,761,229,113,88,36,19,25,21,9,9,6,3,1,1,2,0.112918,30.130,0.000,99.617,,,
4860,11196,2865,798,214,124,100,46,29,20,25,11,11,4,2,4,2,1,0.113737,30.166,0.000,99.616,,,
4920,11062,2876,805,198,120,100,34,24,23,18,11,6,12,3,0,0,4,0.112632,30.205,0.000,99.621,,,
4980,10987,2924,786,217,120,79,39,32,29,18,8,6,2,3,1,0,1,0.112320,30.241,0.000,99.625,,,
5040,10752,2839,828,237,93,92,39,35,25,15,4,2,4,2,2,2,1,0.110220,30.278,0.000,99.630,,,
5100,10781,2909,782,215,111,98,33,35,17,16,10,4,5,4,4,2,1,0.110566,30.312,0.000,99.635,,,
5160,10692,2884,807,204,112,93,25,41,28,23,10,3,4,0,3,1,2,0.109895,30.343,0.000,99.638,,,
5220,10644,2769,801,229,113,99,40,26,24,14,17,5,4,1,3,1,1,0.108740,30.375,0.000,99.639,,,
5280,10657,2735,777,196,121,89,35,31,21,9,9,6,3,2,2,1,1,0.107964,30.417,0.000,99.640,,,
5340,10639,2764,746,209,106,89,33,21,29,18,6,3,5,3,1,1,2,0.107844,30.450,0.000,99.640,,,
5400,10389,2662,783,218,123,89,20,27,19,9,8,4,8,2,0,3,0,0.105765,30.485,0.000,99.639,,,
5460,10597,2785,799,223,118,90,34,34,29,16,13,5,8,1,2,0,2,0.109090,30.525,0.000,99.640,,,
5520,10249,2764,775,193,110,78,33,30,21,23,8,4,2,2,0,0,1,0.105232,30.559,0.000,99.640,,,
5580,10166,2656,773,221,111,89,24,24,27,18,7,10,2,6,0,0,0,0.103961,30.602,0.000,99.640,,,
5640,10366,2634,779,224,125,92,34,29,30,19,9,5,2,1,2,0,2,0.105787,30.635,0.000,99.641,,,
5700,10181,2641,718,204,98,91,29,20,23,15,8,4,5,2,2,0,2,0.103124,30.678,0.000,99.641,,,
5760,10307,2692,735,197,107,91,23,40,23,14,6,7,2,5,0,1,1,0.104665,30.710,0.000,99.643,,,
5820,10010,2783,719,218,129,85,30,25,24,18,10,12,6,2,1,1,2,0.104365,30.741,0.000,99.643,,,
5880,9796,2610,749,201,101,85,35,19,19,16,14,5,6,3,2,2,0,0.100887,30.780,0.000,99.642,,,
5940,9774,2677,722,209,124,86,26,24,25,13,10,11,3,1,1,0,0,0.101374,30.812,0.000,99.647,,,
6000,9853,2591,744,214,110,90,23,25,29,18,11,7,3,4,2,0,1,0.101444,30.846,0.000,99.648,,,
6060,9863,2482,713,211,109,68,30,28,20,20,12,6,3,4,1,0,1,0.099664,30.879,0.000,99.655,,,
6120,9857,2552,762,206,104,75,20,27,22,17,8,6,3,1,1,0,0,0.100796,30.910,0.000,99.653,,,
6180,9790,2590,747,194,112,87,28,22,17,6,6,6,6,5,1,0,0,0.100106,30.951,0.000,99.653,,,
6240,9809,2541,766,253,102,94,27,28,20,10,16,2,1,0,1,0,0,0.100907,30.979,0.000,99.663,,,
6300,9502,2532,747,204,111,76,40,35,24,23,6,7,8,0,1,0,0,0.098283,31.010,0.000,99.659,,,
6360,9583,2561,740,227,127,87,31,26,19,15,12,9,9,0,0,0,1,0.099859,31.046,0.000,99.660,,,
6420,10255,2637,746,224,109,94,55,31,33,19,25,14,6,9,0,0,2,0.105315,31.074,0.000,99.663,,,
6480,10079,2703,812,216,129,115,43,60,51,29,17,17,11,8,2,4,1,0.106509,31.118,0.000,99.661,,,
6540,9541,2548,710,209,100,94,43,36,25,20,17,13,8,5,4,1,1,0.099511,31.149,0.000,99.663,,,
6600,9494,2532,711,213,115,87,45,33,27,17,14,14,9,1,2,0,1,0.098804,31.179,0.000,99.660,,,
6660,9486,2454,713,193,93,92,36,29,24,25,15,7,3,6,2,0,2,0.097405,31.206,0.000,99.663,,,
6720,9543,2503,707,188,116,83,41,39,26,24,15,17,4,3,0,0,0,0.098937,31.233,0.000,99.669,,,
6780,9386,2553,715,218,104,81,25,27,23,25,15,9,8,2,3,1,1,0.097943,31.261,0.000,99.667,,,
6840,9263,2506,686,208,105,109,37,43,31,29,13,10,5,3,1,0,2,0.096805,31.298,0.000,99.669,,,
6900,9407,2408,717,194,98,74,22,35,20,22,19,6,6,0,2,0,1,0.096331,31.321,0.000,99.670,,,
6960,9343,2483,718,203,117,98,27,29,39,13,6,5,7,0,0,1,0,0.096973,31.359,0.000,99.669,,,
7020,8919,2408,718,199,112,74,39,32,30,16,11,9,2,0,2,1,0,0.093259,31.383,0.000,99.671,,,
7080,9103,2328,689,204,91,101,23,21,24,24,13,9,1,2,2,0,0,0.093491,31.416,0.000,99.671,,,
7140,9106,2378,623,180,101,94,31,28,33,17,14,5,3,1,3,0,1,0.093117,31.440,0.000,99.672,,,
7200,8866,2390,656,209,99,93,35,32,23,18,12,8,10,2,2,0,0,0.092693,31.472,0.000,99.671,,,
7260,9069,2434,696,197,95,73,34,36,20,24,11,5,7,3,0,0,1,0.094436,31.501,0.000,99.671,,,
7320,9015,2362,664,173,97,104,24,31,23,23,8,6,3,3,0,0,1,0.092574,31.527,0.000,99.673,,,
7380,9009,2298,672,183,100,96,37,27,26,13,23,5,3,2,1,0,0,0.092581,31.558,0.000,99.673,,,
7440,8854,2299,715,177,96,73,30,29,27,27,6,8,6,1,1,1,2,0.091534,31.585,0.000,99.674,,,
7500,8948,2367,691,189,105,84,31,41,26,22,11,3,5,0,1,0,0,0.092687,31.616,0.000,99.674,,,
7560,8789,2288,625,210,100,99,38,29,24,19,9,1,4,5,2,4,0,0.090470,31.654,0.000,99.676,,,
7620,8905,2346,697,189,117,88,34,27,24,18,13,8,6,1,0,0,0,0.092420,31.675,0.000,99.674,,,
7680,8827,2321,688,179,106,94,28,42,25,13,10,8,4,0,2,1,0,0.091740,31.710,0.000,99.680,,,
7740,8856,2278,651,219,83,84,25,33,35,14,14,8,3,1,3,1,0,0.091163,31.730,0.000,99.690,,,
7800,8804,2325,658,199,84,85,35,25,21,24,10,12,1,1,2,0,0,0.091130,31.764,0.000,99.687,,,
7860,8767,2333,675,200,99,73,37,23,27,21,13,10,3,0,1,1,2,0.090888,31.784,0.000,99.693,,,
7920,8703,2280,693,191,98,82,27,34,23,18,9,8,3,2,0,2,0,0.089839,31.819,0.000,99.697,,,
7980,8948,2313,702,193,101,92,21,36,26,8,12,6,4,0,0,1,2,0.091880,31.838,0.000,99.695,,,
8040,8757,2355,638,179,101,79,29,29,19,19,17,6,4,3,4,2,0,0.090438,31.871,0.000,99.687,,,
8100,8726,2289,716,183,101,96,24,28,24,18,15,6,2,1,2,0,0,0.090512,31.890,0.000,99.694,,,
8160,8773,2318,703,195,91,79,37,24,33,22,17,6,2,3,2,2,1,0.090962,31.919,0.000,99.701,,,
8220,8657,2305,684,188,92,87,29,24,26,20,8,10,5,1,3,0,1,0.089847,31.941,0.000,99.699,,,
8280,8715,2264,633,200,91,89,43,32,33,15,11,13,1,4,2,1,0,0.090093,31.968,0.000,99.699,,,
8340,8482,2288,601,186,101,86,32,28,24,19,6,11,7,1,0,2,0,0.087671,31.991,0.000,99.701,,,
8400,8384,2308,629,191,90,101,28,25,21,19,7,7,2,4,2,2,0,0.087705,32.019,0.000,99.702,,,
8460,8527,2266,674,200,101,85,28,27,32,16,14,12,4,6,0,1,0,0.089025,32.046,0.000,99.701,,,
8520,8554,2263,615,199,102,103,33,33,30,19,15,9,3,3,0,1,0,0.088503,32.057,0.000,99.701,,,
8580,8480,2360,693,205,91,94,29,24,22,23,3,9,8,2,1,0,0,0.089206,32.091,0.000,99.703,,,
8640,8502,2275,701,223,93,77,25,34,31,24,6,5,3,3,0,0,0,0.089031,32.107,0.000,99.700,,,
8700,8466,2209,674,199,94,84,33,26,19,25,13,6,8,2,2,0,0,0.087539,32.136,0.000,99.701,,,
8760,8316,2274,610,168,94,81,30,37,26,21,12,9,4,1,2,0,0,0.086389,32.167,0.000,99.702,,,
8820,8301,2273,687,201,81,67,28,30,31,17,10,5,3,3,1,0,2,0.086924,32.191,0.000,99.702,,,
8880,8391,2283,728,193,101,81,37,28,26,19,9,10,5,1,0,0,0,0.088271,32.214,0.000,99.703,,,
8940,8387,2260,645,187,76,82,28,26,25,15,8,7,6,5,0,0,0,0.086636,32.242,0.000,99.703,,,
9000,8460,2312,671,207,100,83,26,28,27,29,10,9,5,2,3,1,0,0.088791,32.259,0.000,99.703,,,
9060,8462,2205,678,182,90,72,35,23,27,18,8,4,5,3,1,0,0,0.087279,32.291,0.000,99.705,,,
9120,8374,2217,711,183,87,103,34,26,20,17,9,10,0,3,0,0,0,0.087350,32.310,0.000,99.707,,,
9180,8480,2247,680,189,95,100,30,35,19,18,4,8,3,1,0,1,0,0.088265,32.332,0.000,99.709,,,
9240,8337,2232,725,188,82,66,27,32,28,19,11,2,4,1,0,2,0,0.086985,32.358,0.000,99.709,,,
9300,8412,2250,632,169,97,88,33,32,20,21,6,4,5,3,0,1,1,0.086811,32.374,0.000,99.714,,,
9360,8400,2259,713,194,81,87,37,34,12,16,13,10,2,0,0,1,0,0.087779,32.408,0.000,99.717,,,
9420,8490,2255,647,165,76,70,35,20,25,13,6,8,4,4,2,1,0,0.087146,32.424,0.000,99.716,,,
9480,8483,2145,705,192,93,80,27,25,21,12,10,6,4,1,0,0,0,0.087021,32.448,0.000,99.714,,,
9540,8187,2207,639,191,78,77,26,26,22,21,18,4,5,2,1,0,0,0.085005,32.471,0.000,99.721,,,
9600,8330,2238,700,186,83,83,27,38,24,15,11,6,2,2,3,0,0,0.086798,32.484,0.000,99.718,,,
9660,8207,2247,636,196,67,71,24,27,24,20,6,9,5,4,2,0,1,0.085053,32.519,0.000,99.725,,,
9720,8396,2192,671,194,93,77,37,35,14,14,12,5,2,3,0,0,0,0.086513,32.533,0.000,99.722,,,
9780,8306,2228,689,186,85,81,31,27,32,13,9,6,1,1,1,0,0,0.086449,32.552,0.000,99.730,,,
9840,8282,2191,670,199,77,83,21,28,20,12,9,5,2,1,0,0,2,0.085871,32.577,0.000,99.729,,,
9900,8343,2246,658,170,79,72,21,21,22,9,11,2,6,0,1,0,0,0.086073,32.593,0.000,99.730,,,
9960,8272,2266,683,199,83,47,23,32,32,15,8,7,4,3,1,0,0,0.086143,32.623,0.000,99.732,,,
10020,8343,2245,645,179,94,87,34,35,26,22,14,7,5,0,0,1,0,0.086534,32.638,0.000,99.733,,,
10080,8140,2227,637,202,101,66,24,30,24,10,11,7,4,3,1,0,0,0.084979,32.653,0.000,99.732,,,
10140,8323,2190,663,194,80,81,38,20,27,16,17,7,1,0,1,0,0,0.086065,32.685,0.000,99.734,,,
10200,8191,2196,669,187,79,82,28,27,22,17,8,2,1,3,1,0,0,0.085043,32.711,0.000,99.734,,,
10260,8306,2214,633,173,73,79,41,31,25,21,13,7,2,1,1,0,0,0.085950,32.727,0.000,99.735,,,
10320,8097,2161,685,211,98,101,29,23,20,17,8,5,4,2,0,0,0,0.084752,32.741,0.000,99.734,,,
10380,8234,2163,616,181,94,78,20,19,25,19,13,7,0,2,1,0,0,0.084370,32.772,0.000,99.735,,,
10440,8231,2182,619,199,92,82,29,23,19,18,6,6,1,3,3,1,0,0.084914,32.785,0.000,99.735,,,
10500,7994,2165,668,186,79,72,22,30,30,18,7,6,1,1,1,1,0,0.083529,32.797,0.000,99.734,,,
10560,8083,2103,587,180,66,79,20,29,18,20,11,1,1,1,0,0,0,0.082482,32.831,0.000,99.734,,,
10620,8154,2184,667,176,76,90,24,30,28,13,7,5,6,2,0,0,0,0.084691,32.845,0.000,99.740,,,
10680,8196,2160,621,181,84,68,23,28,22,18,8,5,5,1,1,0,0,0.083891,32.855,0.000,99.739,,,
10740,8034,2221,652,192,80,75,31,22,29,21,10,5,3,0,0,1,0,0.084398,32.889,0.000,99.740,,,
10800,8140,2210,636,174,87,90,29,28,26,18,7,1,2,0,2,1,0,0.084533,32.898,0.000,99.742,,,
10860,8081,2134,651,176,84,87,29,31,18,24,11,4,1,0,2,0,0,0.083561,32.910,0.000,99.739,,,
10920,7864,2095,643,202,88,82,27,25,19,15,14,3,2,1,0,0,0,0.082184,32.943,0.000,99.745,,,
10980,8133,2086,606,186,72,69,21,23,16,12,10,4,1,0,0,0,0,0.082526,32.952,0.000,99.741,,,
11040,7925,2202,656,176,67,80,22,15,19,8,7,3,4,2,0,0,0,0.082907,32.963,0.000,99.743,,,
11100,7939,2102,600,156,76,68,13,18,14,10,6,6,2,0,1,0,1,0.080910,32.992,0.000,99.751,,,
11160,7930,2146,586,181,82,90,36,30,20,8,7,2,2,1,1,0,0,0.081831,33.002,0.000,99.749,,,
11220,7805,2133,558,153,79,75,26,15,20,15,7,3,0,0,0,0,0,0.080241,33.018,0.000,99.749,,,
11280,7812,2087,614,161,83,62,28,20,26,11,8,2,2,1,0,0,0,0.080634,33.036,0.000,99.754,,,
11340,7882,2081,616,185,102,83,25,25,17,7,3,5,2,0,0,1,0,0.081318,33.056,0.000,99.758,,,
11400,7848,2113,621,192,84,77,35,26,19,16,8,3,2,2,1,0,0,0.081697,33.073,0.000,99.756,,,
11460,7759,2121,616,178,75,72,29,25,22,13,12,9,3,0,1,0,0,0.081038,33.079,0.000,99.763,,,
11520,8073,2141,650,179,65,90,26,28,20,10,13,3,2,1,0,0,0,0.083291,33.111,0.000,99.762,,,
11580,7668,2010,602,168,87,82,26,25,23,7,2,6,2,0,1,1,0,0.078977,33.116,0.000,99.765,,,
11640,7880,2150,577,157,64,81,20,23,18,7,5,3,1,1,0,0,1,0.080765,33.129,0.000,99.765,,,
11700,7841,2089,584,158,96,64,26,28,14,18,10,2,3,1,0,0,0,0.080620,33.146,0.000,99.765,,,
11760,7922,2050,582,166,78,59,24,25,19,10,4,6,3,1,0,0,0,0.080589,33.167,0.000,99.766,,,
11820,7803,2148,615,168,85,76,27,23,19,12,9,2,2,0,0,0,0,0.081322,33.179,0.000,99.765,,,
11880,7943,2119,599,160,75,71,34,21,17,17,9,3,3,1,0,0,0,0.081910,33.186,0.000,99.765,,,
11940,8017,2093,594,166,76,73,23,31,19,7,11,3,1,0,0,0,0,0.081860,33.218,0.000,99.767,,,
12000,7895,2126,608,163,63,72,26,25,22,6,9,7,2,0,0,0,1,0.081097,33.224,0.000,99.765,,,
12060,7924,2032,569,177,53,72,25,33,24,16,6,5,2,2,2,0,1,0.080149,33.257,0.000,99.772,,,
12120,8128,2158,623,168,75,67,23,25,14,13,11,0,1,2,0,0,0,0.082976,33.262,0.000,99.772,,,
12180,7960,2163,636,202,81,65,23,25,14,9,7,4,1,0,0,0,0,0.082531,33.277,0.000,99.773,,,
12240,7986,2059,638,181,79,87,35,20,12,12,2,1,1,2,0,0,0,0.081694,33.294,0.000,99.776,,,
12300,8041,2135,622,189,67,59,24,35,14,13,7,6,0,1,0,0,0,0.082757,33.314,0.000,99.776,,,
12360,8084,2033,607,153,64,71,16,24,12,15,8,3,4,0,0,0,0,0.081198,33.325,0.000,99.780,,,
12420,7855,2044,591,182,98,71,23,19,28,10,4,4,3,1,0,0,0,0.080679,33.334,0.000,99.776,,,
12480,7821,2006,602,163,80,78,21,22,16,15,8,7,0,2,2,0,0,0.080016,33.360,0.000,99.782,,,
12540,7752,2084,633,180,75,73,24,17,17,9,4,0,0,0,0,0,0,0.080650,33.370,0.000,99.786,,,
12600,7930,2110,599,182,75,61,23,29,22,13,9,2,0,2,2,0,0,0.081450,33.382,0.000,99.792,,,
12660,7972,2070,576,180,79,87,16,26,12,11,5,12,2,0,0,0,0,0.081452,33.389,0.000,99.793,,,
12720,7963,2063,587,177,76,71,24,28,20,15,8,1,1,0,0,0,0,0.081152,33.414,0.000,99.793,,,
12780,7854,2122,631,202,79,81,26,21,20,5,9,3,4,0,0,1,0,0.082044,33.426,0.000,99.794,,,
12840,7909,2031,616,161,70,63,26,26,20,13,5,4,0,0,0,0,0,0.080220,33.437,0.000,99.796,,,
12900,7812,2129,617,169,58,90,33,24,16,11,6,3,3,0,0,0,0,0.081029,33.444,0.000,99.796,,,
12960,7841,2102,616,181,62,64,21,22,17,12,4,6,2,3,0,0,0,0.080959,33.463,0.000,99.796,,,
13020,7770,2107,580,164,74,67,27,19,18,14,3,1,0,0,0,0,0,0.080173,33.481,0.000,99.797,,,
13080,7924,2064,617,144,75,70,23,18,15,11,6,5,0,0,0,0,0,0.080898,33.490,0.000,99.797,,,
13140,7916,2106,578,164,75,59,28,21,18,9,11,6,2,1,0,0,0,0.081034,33.500,0.000,99.796,,,
13200,7735,2048,592,170,60,74,27,21,18,8,4,4,3,0,0,0,0,0.079340,33.514,0.000,99.797,,,
13260,7823,2037,557,171,74,64,30,27,18,4,2,3,1,1,0,0,0,0.079214,33.537,0.000,99.798,,,
13320,7967,2060,582,191,81,64,30,26,19,7,7,3,0,0,1,0,0,0.081284,33.541,0.000,99.799,,,
13380,7894,2094,612,168,73,60,28,22,21,9,4,5,0,1,0,0,0,0.080672,33.555,0.000,99.800,,,
13440,7816,2082,584,154,81,88,16,24,12,7,8,8,0,0,0,0,0,0.080113,33.559,0.000,99.800,,,
