Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330224703
Firmware Version,1.4
Calibration Date,2022/11/22
Protocol Name_Number,TEST_037
Test Start Time,14:05:37
Test Start Date,2024/02/12
Test Length [D:H:M:S],1:0:0:0
Sample Interval [H:M:S],0:1:0
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),8.031
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.000
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,Filter Warning
Number of Samples,1440
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
58080,4100,1529,805,392,269,249,97,102,64,7,2,0,0,0,0,0,0,0.061997,35.132,0.000,100.359,,,
58140,4127,1455,791,417,232,229,94,100,55,16,9,2,1,1,0,0,0,0.061678,35.132,0.000,100.358,,,
58200,4137,1493,742,400,273,261,111,115,63,11,1,2,1,0,0,0,0,0.062080,35.132,0.000,100.359,,,
58260,4101,1460,865,446,238,275,116,102,69,19,2,3,0,0,0,0,0,0.063109,35.132,0.000,100.360,,,
58320,4073,1490,834,434,283,264,103,109,50,15,2,2,1,1,0,0,0,0.062948,35.132,0.000,100.361,,,
58380,4065,1533,827,446,286,268,84,101,63,13,2,1,3,0,0,0,0,0.063258,35.132,0.000,100.361,,,
58440,4128,1522,821,417,284,266,114,112,78,9,3,0,0,0,0,0,0,0.063706,35.132,0.000,100.363,,,
58500,4155,1485,826,431,263,267,90,109,68,24,7,0,0,0,1,0,0,0.063278,35.132,0.000,100.362,,,
58560,4090,1493,828,429,278,290,109,108,66,22,4,2,0,0,0,0,0,0.063365,35.132,0.000,100.359,,,
58620,4053,1534,809,445,265,298,100,114,71,14,1,2,0,1,0,0,0,0.063447,35.132,0.000,100.360,,,
58680,3921,1556,791,418,271,297,96,130,63,7,2,2,3,0,0,0,0,0.062487,35.132,0.000,100.358,,,
58740,4050,1510,783,384,310,282,120,122,69,11,4,0,0,0,0,0,0,0.062759,35.132,0.000,100.358,,,
58800,4137,1496,830,477,300,296,111,118,81,14,4,2,1,0,0,0,0,0.064928,35.132,0.000,100.358,,,
58860,3991,1531,768,434,294,287,116,122,60,16,4,1,0,0,0,0,0,0.062739,35.132,0.000,100.358,,,
58920,4078,1523,842,443,300,291,118,114,70,12,5,1,1,0,0,0,0,0.064303,35.132,0.000,100.358,,,
58980,4020,1492,878,460,298,274,132,117,64,10,6,1,0,2,1,0,0,0.063947,35.132,0.000,100.357,,,
59040,3945,1507,828,472,282,312,107,115,68,14,5,0,0,0,0,0,0,0.063574,35.132,0.000,100.358,,,
59100,4083,1523,818,482,302,251,123,117,63,21,2,1,1,0,0,0,0,0.064266,35.131,0.000,100.358,,,
59160,4045,1552,843,437,273,290,89,120,75,18,8,2,0,0,1,0,0,0.063886,35.132,0.000,100.357,,,
59220,4144,1528,853,465,276,289,117,122,88,16,7,0,0,1,0,0,0,0.065179,35.132,0.000,100.358,,,
59280,4122,1514,831,486,298,305,128,128,79,17,9,1,0,0,1,0,0,0.065495,35.132,0.000,100.358,,,
59340,4100,1519,867,432,319,311,118,145,83,22,1,3,1,0,0,0,0,0.065307,35.131,0.000,100.359,,,
59400,4094,1528,833,477,290,284,133,131,71,20,6,4,1,0,0,0,0,0.064919,35.131,0.000,100.358,,,
59460,4007,1465,892,450,287,292,138,120,77,19,5,1,0,0,1,0,0,0.064199,35.128,0.000,100.360,,,
59520,4104,1567,879,474,294,278,118,140,89,22,7,0,0,0,0,0,0,0.065942,35.129,0.000,100.360,,,
59580,3928,1456,830,441,317,283,122,136,74,13,5,0,2,0,0,0,0,0.062969,35.128,0.000,100.361,,,
59640,3956,1453,905,453,327,344,116,136,69,29,4,1,0,0,1,0,0,0.064802,35.122,0.000,100.360,,,
59700,4021,1480,825,478,323,342,127,142,73,22,2,2,1,0,0,0,0,0.065061,35.118,0.000,100.358,,,
59760,4028,1451,850,477,297,301,120,149,73,15,6,4,0,0,0,0,0,0.064471,35.111,0.000,100.358,,,
59820,4023,1545,910,477,306,318,136,115,79,13,6,1,2,0,0,1,0,0.065857,35.103,0.000,100.359,,,
59880,4013,1514,881,476,330,300,131,141,80,17,4,4,1,0,0,0,0,0.065500,35.099,0.000,100.360,,,
59940,3948,1530,827,476,278,317,107,139,88,16,10,3,2,0,0,0,0,0.064260,35.099,0.000,100.360,,,
60000,4024,1515,862,478,279,311,109,119,70,23,2,0,1,0,0,1,0,0.064381,35.096,0.000,100.361,,,
60060,4038,1565,893,490,312,306,126,127,53,26,3,3,3,1,0,0,0,0.065879,35.094,0.000,100.361,,,
60120,4014,1583,908,480,305,340,149,156,80,26,3,5,1,0,1,0,1,0.067070,35.094,0.000,100.361,,,
60180,4028,1520,856,527,322,331,119,165,69,20,8,3,2,0,0,0,0,0.066263,35.094,0.000,100.365,,,
60240,3934,1581,824,504,290,291,127,134,90,18,6,1,2,0,0,0,0,0.064807,35.094,0.000,100.364,,,
60300,3945,1516,894,454,324,367,128,141,81,21,4,3,3,1,0,0,0,0.065744,35.094,0.000,100.366,,,
60360,3859,1601,836,547,322,343,149,172,82,19,2,0,0,1,0,0,0,0.066636,35.094,0.000,100.364,,,
60420,4028,1592,886,492,329,342,144,158,84,19,8,2,2,1,0,0,0,0.067735,35.094,0.000,100.364,,,
60480,3974,1585,862,538,318,365,127,148,96,29,8,5,1,0,0,0,0,0.067245,35.094,0.000,100.365,,,
60540,3893,1526,890,523,335,352,129,152,89,22,7,4,1,1,0,0,0,0.066376,35.094,0.000,100.366,,,
60600,3900,1543,899,520,377,335,155,155,90,34,7,3,0,0,0,0,0,0.067560,35.094,0.000,100.366,,,
60660,3823,1601,896,499,342,350,134,165,101,28,5,0,0,0,1,0,0,0.066714,35.094,0.000,100.367,,,
60720,4043,1483,936,520,336,340,134,150,85,30,5,3,1,1,0,0,0,0.067215,35.094,0.000,100.367,,,
60780,4020,1581,976,469,363,369,143,186,102,24,4,2,2,0,0,1,0,0.069527,35.094,0.000,100.371,,,
60840,4012,1542,968,491,349,379,156,171,94,31,7,4,2,2,0,0,0,0.069160,35.094,0.000,100.370,,,
60900,4107,1649,1028,565,380,401,179,198,142,45,16,11,5,5,1,1,1,0.074410,35.094,0.000,100.366,,,
60960,3953,1503,939,583,360,361,137,192,82,23,10,3,3,2,0,0,2,0.069348,35.094,0.000,100.370,,,
61020,3963,1562,1001,569,360,395,139,167,94,21,14,1,3,2,1,0,0,0.070531,35.093,0.000,100.367,,,
61080,4071,1540,962,559,366,368,175,171,106,27,3,5,2,0,0,0,0,0.070939,35.091,0.000,100.366,,,
61140,3970,1493,925,550,392,400,152,190,112,20,8,1,0,1,0,2,0,0.069862,35.090,0.000,100.360,,,
61200,3860,1629,950,550,384,339,157,181,101,24,7,1,5,0,1,0,0,0.069577,35.083,0.000,100.360,,,
61260,4082,1598,979,549,362,405,145,219,106,35,9,9,5,2,2,0,2,0.072306,35.082,0.000,100.358,,,
61320,4307,1737,1097,652,474,476,225,278,177,74,42,27,26,20,6,10,10,0.083823,35.087,0.000,100.358,,,
61380,4219,1652,1019,581,412,469,182,257,138,53,33,30,20,13,11,2,13,0.078533,35.081,0.000,100.358,,,
61440,4291,1780,1206,662,437,515,276,348,270,133,114,96,78,40,39,26,34,0.092461,35.078,0.000,100.356,,,
61500,4209,1708,1135,636,453,517,264,312,203,125,92,63,39,26,23,10,23,0.086806,35.077,0.000,100.353,,,
61560,4561,1896,1342,767,547,635,273,376,292,145,97,92,65,40,31,23,41,0.100726,35.076,0.000,100.353,,,
61620,4703,1902,1327,795,577,696,278,381,301,183,96,65,66,39,28,34,31,0.103369,35.076,0.000,100.353,,,
61680,4651,1892,1331,749,551,627,264,385,271,152,90,98,71,45,33,32,34,0.100836,35.076,0.000,100.349,,,
61740,4912,1971,1284,745,515,607,258,365,277,152,108,92,60,43,43,28,42,0.102211,35.075,0.000,100.347,,,
61800,4926,2007,1258,667,544,591,282,341,269,164,116,85,73,35,43,29,33,0.101303,35.075,0.000,100.351,,,
61860,9759,3500,1525,745,570,670,283,360,287,129,118,79,77,37,30,27,34,0.151920,35.075,0.000,100.348,,,
61920,12249,4272,1783,839,592,673,326,394,290,157,111,84,63,56,52,34,67,0.180919,35.075,0.000,100.352,,,
61980,9431,3485,1520,814,586,676,320,370,310,151,105,69,51,28,27,10,19,0.149200,35.073,0.000,100.347,,,
62040,10690,3810,1679,840,612,678,314,385,288,124,119,62,55,35,26,21,22,0.163413,35.055,0.000,100.349,,,
62100,8207,3024,1441,819,572,624,289,379,255,151,107,73,55,25,30,19,13,0.135172,35.038,0.000,100.355,,,
62160,9513,3445,1543,886,588,642,301,396,297,157,90,74,64,43,19,21,17,0.150509,35.038,0.000,100.349,,,
62220,11013,3934,1675,881,629,729,293,439,303,137,70,72,69,33,20,14,14,0.167010,35.038,0.000,100.354,,,
62280,10317,3803,1657,846,625,695,332,408,290,133,82,68,48,34,16,13,8,0.160406,35.038,0.000,100.354,,,
62340,9843,3609,1625,856,644,715,281,395,286,155,100,64,51,36,18,5,8,0.155487,35.028,0.000,100.352,,,
62400,10235,3653,1679,849,596,651,278,398,325,126,99,67,45,37,15,16,17,0.158344,35.019,0.000,100.350,,,
62460,10316,3741,1645,890,608,722,315,423,312,156,102,69,69,44,29,17,18,0.161393,35.019,0.000,100.357,,,
62520,10156,3640,1775,896,658,747,346,442,331,182,143,106,86,64,54,40,56,0.165687,35.019,0.000,100.354,,,
62580,10016,3703,1660,917,627,700,333,401,344,134,110,86,45,37,28,24,22,0.159591,34.996,0.000,100.354,,,
62640,9865,3533,1659,917,675,765,340,434,313,121,97,74,38,30,25,9,22,0.157915,34.982,0.000,100.354,,,
62700,9705,3435,1707,962,644,731,318,485,287,135,92,59,36,32,24,13,17,0.155636,34.981,0.000,100.348,,,
62760,9521,3577,1703,937,619,783,346,426,272,143,84,71,55,25,13,9,16,0.155993,34.980,0.000,100.349,,,
62820,9369,3505,1794,911,685,784,363,398,285,142,89,86,51,35,22,15,18,0.155999,34.971,0.000,100.346,,,
62880,9074,3336,1660,903,671,834,333,431,324,136,81,81,37,25,20,23,26,0.151357,34.962,0.000,100.346,,,
62940,8861,3319,1724,953,703,726,334,447,326,147,90,81,53,30,24,19,20,0.150729,34.962,0.000,100.345,,,
63000,9106,3251,1666,935,684,790,335,452,312,151,109,70,55,27,27,21,12,0.151965,34.957,0.000,100.340,,,
63060,8764,3273,1726,1004,657,785,353,471,309,153,95,83,48,39,18,24,26,0.151540,34.931,0.000,100.340,,,
63120,8707,3144,1687,962,681,766,372,403,274,112,82,56,51,25,16,16,12,0.146502,34.923,0.000,100.338,,,
63180,8677,3185,1661,967,695,807,351,450,322,129,78,57,46,31,25,9,19,0.148397,34.923,0.000,100.338,,,
63240,8447,3174,1714,937,661,800,360,451,324,169,93,72,33,26,20,11,14,0.147154,34.922,0.000,100.338,,,
63300,8458,3045,1740,960,696,759,355,462,315,147,64,67,34,23,21,12,10,0.145741,34.912,0.000,100.333,,,
63360,8335,3179,1739,1016,649,802,349,464,300,142,85,62,51,31,23,14,18,0.147309,34.904,0.000,100.331,,,
63420,8341,3101,1676,889,714,832,330,454,310,123,79,70,40,22,22,11,11,0.144345,34.904,0.000,100.343,,,
63480,8206,3145,1679,928,708,814,401,482,338,157,105,61,43,31,24,19,22,0.146495,34.904,0.000,100.339,,,
63540,9993,4911,3648,2168,1656,2635,1452,1801,1875,1506,1228,877,694,491,424,298,308,0.357234,34.899,0.000,100.342,,,
63600,14420,9252,7884,4636,3717,6629,3651,4723,4934,4195,3178,2577,2070,1310,1135,870,771,0.800125,34.876,0.000,100.334,,,
63660,11750,6717,5584,3283,2537,4408,2514,3098,3293,2656,2178,1779,1296,854,778,609,535,0.557073,34.867,0.000,100.343,,,
63720,12179,7263,6111,3582,2843,5149,2829,3489,3844,3416,2580,2035,1596,1033,888,721,659,0.631459,34.865,0.000,100.338,,,
63780,11918,7272,6197,3527,2917,5184,2837,3669,3977,3446,2732,2102,1672,1157,958,705,742,0.641095,34.865,0.000,100.336,,,
63840,12041,7143,6200,3519,2972,5081,2876,3735,4038,3461,2854,2262,1763,1249,980,728,738,0.649467,34.865,0.000,100.340,,,
63900,11340,6764,5538,3064,2566,4377,2539,3101,3346,2854,2160,1789,1455,873,715,562,546,0.556410,34.861,0.000,100.341,,,
63960,11095,6656,5489,3143,2460,4340,2469,3048,3474,2839,2187,1801,1368,931,728,556,501,0.552387,34.854,0.000,100.343,,,
64020,10823,6310,5332,2958,2542,4109,2270,2737,3065,2572,1979,1531,1246,785,659,516,464,0.516748,34.840,0.000,100.344,,,
64080,10326,5658,4620,2713,2230,3563,1872,2538,2480,2158,1621,1294,1079,726,545,458,391,0.453556,34.827,0.000,100.346,,,
64140,10270,5667,4741,2659,2122,3684,1903,2487,2561,2177,1758,1311,995,639,593,421,408,0.455266,34.827,0.000,100.344,,,
64200,8656,4032,3140,1763,1373,2130,1193,1518,1364,1179,854,664,531,326,308,223,177,0.288467,34.827,0.000,100.347,,,
64260,7813,3747,2594,1523,1107,1630,797,981,885,666,461,381,292,184,140,132,127,0.222238,34.827,0.000,100.349,,,
64320,7989,3545,2435,1362,1087,1563,823,961,898,675,456,355,275,166,126,98,103,0.214868,34.796,0.000,100.347,,,
64380,8068,3917,2912,1717,1363,2032,1094,1471,1631,1346,1152,968,798,576,505,345,272,0.302388,34.739,0.000,100.354,,,
64440,8676,4665,3788,2254,1878,3175,1775,2315,2752,2603,2325,1922,1643,1124,953,690,664,0.456968,34.696,0.000,100.358,,,
64500,9198,4659,3685,2186,1737,3060,1803,2342,2723,2526,2126,1907,1575,1032,888,617,591,0.447969,34.694,0.000,100.355,,,
64560,19106,9644,5835,3107,2473,4408,2580,3155,3623,3271,2770,2258,1870,1307,1051,809,755,0.683501,34.711,0.000,100.357,,,
64620,24042,12975,8650,4816,3742,6512,3726,4697,5381,4929,3772,3234,2532,1740,1411,1058,1075,0.962215,34.713,0.000,100.357,,,
64680,28036,15195,10154,5439,4537,8060,4621,5884,6778,6055,5054,4252,3566,2455,2028,1593,1457,1.196655,34.732,0.000,100.358,,,
64740,31042,17032,11448,6252,5206,9330,5269,6705,7758,7190,6082,5019,4401,2899,2496,1949,1918,1.383422,34.745,0.000,100.358,,,
64800,31297,16881,10960,5966,4780,9003,5081,6697,7916,7405,6458,5583,4878,3518,3012,2379,2341,1.415835,34.750,0.000,100.359,,,
64860,31227,16281,10297,5616,4689,8384,4788,6178,7491,7290,6281,5554,4838,3419,2958,2422,2353,1.369331,34.750,0.000,100.358,,,
64920,29182,13708,7244,3751,3074,5199,3022,3864,4353,4246,3808,3377,2814,2017,1730,1439,1443,0.943150,34.750,0.000,100.368,,,
64980,23833,9795,4027,2088,1574,2423,1263,1702,1722,1395,1174,921,824,566,414,356,292,0.491440,34.750,0.000,100.367,,,
65040,24254,9966,4041,1937,1545,2200,1172,1482,1520,1351,1043,864,732,501,449,358,361,0.480108,34.750,0.000,100.369,,,
65100,23973,9576,4001,1991,1471,2271,1227,1641,1511,1303,1061,839,646,465,368,280,223,0.469732,34.750,0.000,100.371,,,
65160,24319,10245,4454,2268,1744,2831,1520,1980,2004,1683,1348,1110,904,570,504,407,293,0.531189,34.750,0.000,100.375,,,
65220,26661,12807,7683,4213,3427,6149,3505,4380,5161,4626,3591,3039,2405,1661,1390,1056,1081,0.933304,34.750,0.000,100.373,,,
65280,27583,13757,8462,4728,3862,7052,4121,5239,6021,5302,4330,3590,2865,1929,1610,1264,1261,1.052376,34.754,0.000,100.373,,,
65340,28275,13971,8876,4939,4175,7418,4325,5411,6262,5542,4597,3716,3053,2021,1639,1282,1213,1.090873,34.766,0.000,100.379,,,
65400,27766,13581,8560,4672,3848,7069,3933,5064,6004,5472,4319,3556,2883,1859,1534,1264,1155,1.044345,34.769,0.000,100.374,,,
65460,28723,14541,9347,5218,4341,7866,4684,6124,7129,6607,5418,4465,3627,2525,1998,1622,1477,1.198069,34.769,0.000,100.377,,,
65520,28843,14126,9061,5097,4210,7854,4617,5977,6862,6506,5377,4561,3761,2546,2040,1584,1430,1.184877,34.769,0.000,100.380,,,
65580,28938,14167,8811,5055,4217,7609,4625,5994,6814,6238,5084,4340,3562,2470,2046,1521,1380,1.164480,34.769,0.000,100.380,,,
65640,29373,14131,8938,4966,4245,7504,4620,5908,6966,6320,5182,4426,3567,2386,1992,1507,1412,1.168979,34.769,0.000,100.382,,,
65700,30373,14480,8666,4774,3853,7430,4232,5644,6396,5829,4861,4032,3367,2286,1879,1476,1283,1.133128,34.789,0.000,100.386,,,
65760,30941,14161,8145,4649,3688,6870,3985,5211,6093,5669,4629,3850,3118,2114,1790,1367,1097,1.088820,34.785,0.000,100.381,,,
65820,34443,14605,7484,4005,3100,5686,3181,4189,4788,4324,3480,3075,2459,1688,1303,1066,890,0.971495,34.792,0.000,100.382,,,
65880,35058,14482,6791,3523,2769,4796,2685,3480,4022,3623,2878,2390,2016,1276,1027,760,671,0.874946,34.805,0.000,100.382,,,
65940,35637,13982,5730,2777,2308,3611,2020,2686,2804,2449,1936,1651,1407,917,703,551,456,0.742983,34.808,0.000,100.384,,,
66000,32734,12524,5185,2591,1861,3126,1658,2031,2124,1732,1419,1164,947,588,479,311,264,0.629734,34.808,0.000,100.384,,,
66060,30636,11683,4587,2202,1737,2610,1414,1766,1757,1359,1081,881,669,422,297,225,147,0.553935,34.808,0.000,100.379,,,
66120,31272,11835,4675,2332,1706,2611,1349,1763,1792,1404,1178,892,651,439,318,235,146,0.563996,34.808,0.000,100.386,,,
66180,31840,11874,4804,2362,1717,2656,1390,1830,1782,1449,1141,941,738,464,326,213,130,0.572824,34.822,0.000,100.382,,,
66240,32055,12023,4767,2278,1788,2558,1459,1765,1856,1454,1160,922,689,429,316,222,144,0.575016,34.827,0.000,100.382,,,
66300,32189,11829,4751,2317,1689,2675,1428,1832,1752,1521,1189,892,681,438,315,203,164,0.574470,34.827,0.000,100.380,,,
66360,32480,12170,4724,2311,1636,2565,1410,1771,1765,1391,1103,914,694,412,341,183,159,0.572957,34.829,0.000,100.380,,,
66420,32851,12332,4805,2377,1694,2645,1351,1803,1808,1455,1088,845,679,389,316,213,126,0.579082,34.849,0.000,100.381,,,
66480,32742,12211,4589,2277,1686,2691,1326,1652,1713,1377,1094,847,641,399,271,188,125,0.568315,34.865,0.000,100.385,,,
66540,32688,12236,4663,2262,1751,2611,1322,1738,1777,1421,1043,869,619,440,311,178,138,0.573457,34.865,0.000,100.387,,,
66600,32152,12113,4688,2327,1695,2630,1379,1713,1761,1328,1117,821,599,408,308,195,138,0.565902,34.865,0.000,100.384,,,
66660,32340,11952,4685,2222,1746,2561,1344,1721,1697,1378,1065,834,593,398,297,192,117,0.563275,34.887,0.000,100.386,,,
66720,32054,11746,4579,2197,1636,2499,1325,1664,1672,1273,1079,821,574,382,304,179,120,0.553045,34.904,0.000,100.384,,,
66780,32286,11979,4648,2275,1594,2611,1351,1802,1754,1426,1100,818,604,405,285,190,107,0.566655,34.904,0.000,100.385,,,
66840,32010,11677,4590,2265,1728,2544,1396,1775,1744,1371,1070,833,622,393,253,182,112,0.558523,34.905,0.000,100.385,,,
66900,31578,11695,4557,2251,1686,2543,1377,1759,1676,1356,1062,844,604,389,267,173,120,0.552725,34.912,0.000,100.386,,,
66960,31195,11931,4410,2170,1684,2505,1366,1749,1730,1365,1075,814,628,344,248,171,119,0.549382,34.923,0.000,100.386,,,
67020,30837,11652,4514,2183,1649,2564,1370,1752,1713,1368,1039,809,572,352,262,154,88,0.544146,34.923,0.000,100.389,,,
67080,30844,11514,4490,2195,1658,2617,1340,1693,1696,1279,1089,768,568,342,233,145,95,0.541110,34.923,0.000,100.388,,,
67140,30627,11599,4612,2282,1702,2520,1248,1690,1677,1346,982,753,582,338,217,139,73,0.538457,34.923,0.000,100.388,,,
67200,30792,11489,4403,2220,1693,2496,1340,1681,1708,1299,1050,744,593,318,238,129,72,0.537170,34.924,0.000,100.382,,,
67260,30523,11269,4364,2183,1708,2616,1316,1785,1706,1364,968,745,545,345,243,134,74,0.535524,34.944,0.000,100.385,,,
67320,30084,11243,4410,2228,1682,2538,1371,1732,1689,1275,1022,762,504,317,211,117,59,0.529144,34.960,0.000,100.389,,,
67380,29807,10906,4441,2248,1712,2508,1330,1722,1579,1331,988,740,505,318,223,117,73,0.524527,34.962,0.000,100.389,,,
67440,29324,11103,4356,2123,1672,2543,1264,1602,1686,1336,1010,645,491,281,189,103,47,0.516055,34.962,0.000,100.388,,,
67500,26160,9868,4127,2130,1644,2328,1255,1595,1587,1272,944,677,499,257,197,105,61,0.477152,34.962,0.000,100.389,,,
67560,23501,8730,3876,1946,1557,2284,1191,1455,1460,1097,810,586,436,274,186,118,61,0.432267,34.962,0.000,100.389,,,
67620,21440,8012,3636,1972,1467,2094,1058,1384,1385,970,734,583,396,243,151,115,52,0.400213,34.962,0.000,100.389,,,
67680,20551,7727,3548,1862,1557,2089,1072,1401,1242,967,706,536,395,240,145,95,72,0.388762,34.962,0.000,100.390,,,
67740,21770,8181,3650,1958,1575,2211,1121,1454,1350,1119,781,561,416,252,161,102,54,0.410946,34.963,0.000,100.389,,,
67800,22242,8465,3718,1977,1517,2183,1178,1443,1436,1074,783,577,429,223,172,99,64,0.419155,34.974,0.000,100.389,,,
67860,20932,8096,3750,1894,1472,2072,1068,1384,1282,974,710,526,402,226,177,90,50,0.396218,34.975,0.000,100.389,,,
67920,20786,7905,3633,1891,1486,2043,1042,1380,1304,963,685,573,385,202,169,82,44,0.391060,34.979,0.000,100.389,,,
67980,20025,7545,3530,1940,1415,2082,1033,1322,1303,930,701,546,368,222,160,103,51,0.380482,34.977,0.000,100.389,,,
68040,19273,7530,3421,1911,1407,1988,1025,1283,1245,929,661,526,329,211,142,89,52,0.370839,34.981,0.000,100.389,,,
68100,18999,7141,3402,1826,1389,1975,973,1277,1184,832,645,477,324,197,143,78,43,0.359329,34.980,0.000,100.387,,,
68160,19117,7348,3494,1841,1363,1988,1028,1336,1168,863,649,492,340,178,113,69,40,0.362719,34.981,0.000,100.389,,,
68220,19331,7508,3550,1904,1468,2051,1005,1345,1215,945,662,509,333,187,161,60,51,0.371976,34.981,0.000,100.390,,,
68280,19151,7438,3545,1870,1438,1946,1023,1279,1310,901,607,493,352,185,134,79,54,0.367210,34.981,0.000,100.389,,,
68340,19147,7423,3441,1896,1419,2051,1091,1300,1196,866,626,465,329,204,116,79,22,0.366201,34.981,0.000,100.390,,,
68400,19607,7502,3431,1924,1446,2079,1054,1344,1213,876,621,494,341,194,123,80,35,0.371132,34.981,0.000,100.390,,,
68460,19453,7592,3497,1932,1495,1996,1008,1278,1182,897,625,520,317,208,116,72,43,0.370563,34.981,0.000,100.387,,,
68520,19332,7450,3453,1924,1397,2013,993,1287,1132,917,609,463,371,168,119,63,33,0.366039,34.981,0.000,100.386,,,
68580,19295,7438,3447,1839,1426,1966,1081,1309,1227,939,655,460,309,183,122,68,48,0.366071,34.981,0.000,100.389,,,
68640,19274,7374,3496,1814,1412,2058,990,1336,1104,846,637,454,335,172,116,71,30,0.362408,34.981,0.000,100.389,,,
68700,19110,7428,3429,1863,1393,2103,1043,1327,1121,868,653,441,336,174,107,75,27,0.363019,34.981,0.000,100.389,,,
68760,19033,7326,3435,1861,1431,1978,1021,1284,1195,879,660,470,311,160,105,62,31,0.360836,34.981,0.000,100.386,,,
68820,18963,7259,3394,1868,1350,2025,1005,1317,1182,880,630,428,270,161,119,60,34,0.358295,34.981,0.000,100.387,,,
68880,18572,7132,3559,1803,1413,1926,1006,1256,1140,842,597,457,308,166,101,50,21,0.353505,34.981,0.000,100.385,,,
68940,18508,6976,3402,1804,1373,2048,1001,1251,1191,790,605,476,275,172,112,69,25,0.351060,34.981,0.000,100.386,,,
69000,18406,7005,3309,1841,1340,1878,1059,1250,1183,892,615,481,300,192,108,55,29,0.349452,34.981,0.000,100.386,,,
69060,17907,6963,3381,1826,1388,1974,985,1246,1163,818,566,437,276,152,99,52,24,0.344509,34.981,0.000,100.387,,,
69120,17849,6821,3312,1810,1330,1917,996,1163,1141,765,574,391,268,152,102,35,23,0.338516,34.981,0.000,100.389,,,
69180,17015,6595,3241,1761,1352,1818,946,1226,1075,741,539,406,244,147,73,35,22,0.327319,34.981,0.000,100.389,,,
69240,17322,6691,3278,1731,1358,1800,928,1192,1059,764,486,379,247,130,96,39,17,0.328292,34.981,0.000,100.389,,,
69300,17105,6823,3288,1747,1369,1834,921,1160,1107,722,552,373,218,135,87,32,12,0.328018,34.981,0.000,100.389,,,
69360,17001,6617,3202,1745,1304,1849,928,1246,1052,764,505,369,288,124,69,47,14,0.325681,34.981,0.000,100.389,,,
69420,16226,6231,3055,1698,1250,1850,935,1126,991,692,482,334,233,102,58,40,17,0.308401,34.981,0.000,100.389,,,
69480,16045,6244,3118,1607,1324,1837,886,1180,1019,690,493,323,205,115,66,42,23,0.308468,34.981,0.000,100.390,,,
69540,15393,6051,3043,1688,1341,1676,868,1142,1042,661,449,321,202,113,83,32,22,0.299518,34.981,0.000,100.389,,,
69600,15114,5957,3083,1741,1258,1719,838,1106,943,629,405,295,220,124,72,41,21,0.294241,34.979,0.000,100.390,,,
69660,14801,6018,3066,1710,1239,1743,836,1075,971,602,426,301,218,108,64,31,26,0.292698,34.976,0.000,100.389,,,
69720,14786,5841,3102,1655,1280,1719,854,1056,892,618,418,308,182,102,68,28,15,0.288887,34.975,0.000,100.390,,,
69780,14380,5819,2916,1661,1282,1738,906,1065,957,639,401,294,181,107,44,33,14,0.285205,34.969,0.000,100.388,,,
69840,14737,5766,2949,1704,1245,1715,848,1058,964,564,421,287,165,97,45,24,15,0.285867,34.971,0.000,100.388,,,
69900,15504,6075,3101,1693,1306,1619,820,1026,893,573,374,273,177,104,48,29,11,0.292951,34.969,0.000,100.386,,,
69960,16217,6356,3006,1679,1233,1701,811,1099,909,561,349,262,181,84,51,31,19,0.299516,34.965,0.000,100.386,,,
70020,17608,6993,3076,1622,1261,1571,741,1022,930,546,347,259,172,78,50,24,16,0.311639,34.966,0.000,100.388,,,
70080,18910,7556,3199,1721,1200,1558,831,1008,877,540,364,293,160,79,46,26,6,0.326711,34.962,0.000,100.387,,,
70140,20535,8203,3351,1664,1189,1599,789,987,863,514,329,225,154,83,42,21,13,0.343110,34.962,0.000,100.383,,,
70200,20008,7971,3337,1728,1200,1658,769,1047,821,476,322,234,161,79,42,28,13,0.337835,34.962,0.000,100.380,,,
70260,21832,7943,3345,1780,1299,1696,871,1218,941,684,473,366,248,133,95,63,43,0.364207,34.962,0.000,100.378,,,
70320,23076,8194,3252,1688,1268,1704,792,1134,934,640,449,304,202,145,88,60,41,0.368115,34.960,0.000,100.389,,,
70380,25539,8244,3348,1678,1287,1717,818,1065,924,560,421,269,203,114,84,46,42,0.382120,34.944,0.000,100.389,,,
